municipio_nombre,Centros Escolares Subindex,Nivel Estudios Subindex,Índice de Capital Humano,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Alcorcón,1.4539963868805874,0.6080305520969476,0.73,0.8082644628099175,1.0,0.8829226925928928,0.7228197989173147,0.82,0.62
Coslada,1.7059401081202945,0.6894128636429933,1.0,0.6000000000000001,0.93,0.9441911317615559,1.0,1.0,0.9
Fuenlabrada,1.0405523190852044,0.6670254319894624,0.75,0.6252892561983471,0.69,0.6484109144354029,0.9580468008402258,0.82,0.69
Leganés,1.1891515857209467,0.6673322941822796,0.74,0.888595041322314,0.87,1.0,0.8139372295344408,0.93,1.0
Móstoles,1.0575442697563706,0.6628174112972685,0.74,0.9,0.79,0.5402230396857688,0.5883094029407167,0.57,0.63
Parla,0.75307469607841,0.6641614754384405,0.5,0.8509090909090908,0.5,0.5,0.5,0.5,0.56
Torrejón de Ardoz,1.0608743716851081,0.6767797025320159,0.67,0.6932231404958676,0.83,0.8369116398192435,0.6298021147789987,0.75,0.5
