municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Santorcaz,,0.704840902909981,0.56,0.5677065195659821,0.6311994700536829,0.59,0.57
Santos de la Humosa (Los),,0.8725047593146587,0.61,,0.6180021769134957,,
Serranillos del Valle,,0.7192820233886321,0.6,,0.5882597086394008,,0.69
Sevilla la Nueva,0.13513513513513514,0.7215664944248028,0.65,,0.706080832563434,,0.79
Soto del Real,0.3620564808110065,0.7085939624694044,0.66,0.5775334322163856,0.591928678868694,0.57,0.59
Talamanca de Jarama,,0.8122110416100082,0.83,0.5364364112647273,0.5696942445259783,0.54,0.84
Tielmes,0.5434782608695653,0.7416372042425892,0.63,,0.5790095247412644,,0.95
Titulcia,1.1848341232227488,0.707451726951319,0.54,,0.5950031717945926,,
Torrejón de Velasco,0.2815315315315315,0.8233886320369868,0.58,,0.6437470210923676,,
Torrelaguna,0.5875440658049352,0.9,0.6,0.5951563599378977,0.6514314859205634,0.62,0.58
Torres de la Alameda,0.1874062968515742,0.7382920859396247,0.61,,0.6587983675685654,,0.75
Valdaracete,,0.723279847701931,0.59,0.5955085838280612,0.696545119274221,0.65,
Valdeavero,0.8038585209003215,0.629371770465053,0.55,,0.6486814487136282,,
Valdelaguna,,0.7630949143323361,0.61,,0.7131711847412753,,0.58
Valdemorillo,0.10584250635055037,0.6000000000000001,0.57,,0.5837993525663439,,
Valdeolmos-Alalpardo,0.26881720430107525,0.7040250203970628,0.74,0.6038930373284559,0.5871335551567445,0.59,0.52
Valdepiélagos,,0.6703290726135436,0.81,0.6706906615186765,0.5536120505113691,0.61,
Valdetorres de Jarama,0.32383419689119175,0.7901822137612183,0.6,,0.6808523701632081,,0.86
Valdilecha,0.45620437956204374,0.7692140331792222,0.65,0.6118860644584156,0.6252376685333331,0.61,
Valverde de Alcalá,,0.6868098993744901,0.54,,0.6475347817235448,,0.83
Vellón (El),,0.6178678270329072,0.66,,0.5631908988558112,,0.68
Venturada,,0.749551264617895,0.6,,0.5985273820993433,,0.53
Villaconejos,0.470809792843691,0.8790318194180039,1.0,0.5906900932955099,0.7163494786849158,0.65,0.53
Villalbilla,0.0724217844727694,0.6381833016045689,0.5,,0.7661758079118934,,0.58
Villamanta,0.573394495412844,0.7271960837639381,0.79,0.5687089254060942,0.5558330607181379,0.55,0.82
Villamantilla,,0.6482186565134621,0.58,,0.7189760190919456,,0.63
Villanueva de Perales,,0.6946423714985043,0.63,,0.5715941971261191,,
Villanueva de la Cañada,1.7591687889007155,0.7835735654065815,0.61,0.6054730727838307,0.6565514997138593,0.63,0.62
Villar del Olmo,,0.772395974979603,0.94,0.6634412589616447,0.550144757390314,0.6,0.57
Villarejo de Salvanés,0.5822981366459627,0.8354636932281752,0.69,,0.6184182965464875,,0.52
