municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Acebeda (La),,0.6709612044006948,,,1.0,,
Alameda del Valle,,0.6697452229299363,0.88,,0.6611967146348087,,
Atazar (El),,0.7094383323682687,,,0.6299048751486326,,
Berrueco (El),,0.6498118123914303,0.68,,0.5793103448275863,,0.56
Berzosa del Lozoya,,0.7690214244354372,0.85,,0.5715996168582376,,0.73
Braojos,,0.7837434858135496,0.73,,0.7181034482758621,,
Brea de Tajo,,0.6426896352055589,0.54,,0.6753272669220945,,0.61
Buitrago del Lozoya,1.5015015015015014,0.6230602200347424,0.64,,0.6678387779794313,,0.54
Bustarviejo,0.5720823798627003,0.6734365952518819,0.72,,0.5780460112613538,,0.5
Cadalso de los Vidrios,0.533049040511727,0.6553271569195136,0.51,,0.5913522296443401,,0.55
Canencia,,0.9,0.63,,0.7079094066041185,,
Cenicientos,0.9057971014492755,0.622495657209033,0.5,,0.5978091123000644,,0.57
Cervera de Buitrago,,0.7153011001737116,0.73,,0.600808795040682,,
Estremera,1.2690355329949237,0.6441227562246671,0.54,,0.681117374005305,,0.55
Fresnedillas de la Oliva,,0.6533729009843661,0.56,,0.5610043226718385,,0.5
Fuentidueña de Tajo,0.7763975155279502,0.7028372900984367,0.56,,0.595007183908046,,0.51
Garganta de los Montes,,0.690894614939201,0.79,,0.6646697837521917,,
Gargantilla del Lozoya y Pinilla de Buitrago,,0.673393167342212,0.79,,0.6689103611701259,,0.56
Gascones,,0.7678054429646787,0.74,,0.7732056936647955,,
Hiruela (La),,0.7026635784597568,,,0.7243647912885662,,
Horcajo de la Sierra-Aoslos,,0.6823827446438911,0.85,,0.7570431923213652,,
Horcajuelo de la Sierra,,0.6643167342211929,,,0.8003296146044625,,
Lozoya,5.434782608695652,0.6168066010422698,0.75,,0.6378096976980678,,
Lozoyuela-Navas-Sieteiglesias,,0.6571945570353215,0.58,,0.6592380320828597,,0.53
Madarcos,,0.7055732484076433,,,0.769088669950739,,
Montejo de la Sierra,,0.6620584829183556,0.65,,0.6590244187860821,,0.69
Navarredonda y San Mamés,,0.640040532715692,1.0,,0.6955522925350512,,
Patones,,0.6388245512449334,0.75,,0.6450474427215922,,0.6
Pelayos de la Presa,,0.6881586566299943,0.53,,0.577515860022511,,0.52
Pinilla del Valle,,0.6201939779965258,0.71,,0.5878911909591422,,
Piñuécar-Gandullas,,0.6723943254198033,0.66,,0.6016583869082408,,
Prádena del Rincón,,0.6566299942096121,0.8,,0.7646005342399222,,
Puebla de la Sierra,,0.6620584829183556,,,0.7616780272654371,,
Puentes Viejas,,0.6457295888824552,0.74,,0.611102853745541,,
Rascafría,1.6025641025641024,0.6636218876664737,0.74,,0.7281049740616418,,
Robledillo de la Jara,,0.6000000000000001,,,0.5123922413793103,,0.77
Robledo de Chavela,0.39370078740157477,0.6554140127388535,0.68,,0.5717809715399995,,0.52
Robregordo,,0.6620584829183556,,,0.5,,
Rozas de Puerto Real,5.6818181818181825,0.6354806022003474,0.65,,0.6490147783251232,,0.54
San Martín de Valdeiglesias,0.17433751743375173,0.6528083381586567,0.57,0.5,0.5912934946310169,0.5,0.52
Santa María de la Alameda,,0.6679646786334684,0.6,,0.6792108753315651,,
Serna del Monte (La),,0.780964099594673,,,0.7726293103448276,,
Somosierra,,0.6472061378112333,,,0.7581004756242569,,1.0
Torremocha de Jarama,,0.6516357845975681,0.78,,0.5998979322093638,,0.59
Valdemanco,,0.7329328314997106,0.65,,0.6238348361155112,,
Valdemaqueda,,0.6303126809496237,0.56,,0.6493188590889741,,
Villa del Prado,0.20764119601328904,0.6450347423277359,0.56,,0.6181134579346669,,0.51
Villamanrique de Tajo,,0.6093804284887088,0.56,,0.6590843637201445,,
Villavieja del Lozoya,,0.6000000000000001,0.79,,0.595719381688466,,0.54
Zarzalejo,,0.6474232773595832,0.58,,0.5833534001155847,,0.52
