municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Alcalá de Henares,1.621140334605275,0.6755844155844155,0.57,0.5253117819431985,0.5431674458462439,0.53,0.72
Alcobendas,2.4418280656742652,0.7851948051948052,0.78,1.0,0.5853063229013389,0.8,0.68
Alpedrete,0.19149751053236308,0.8924675324675325,0.63,0.5329799608359158,0.5408310535396013,0.53,0.91
Arganda del Rey,1.326677755722118,0.7133766233766234,0.53,0.7376845831538115,0.671911571945693,0.71,0.64
Arroyomolinos,0.0274333369911116,0.8784415584415585,0.61,,0.6028992612074888,,0.57
Boadilla del Monte,0.9412246360249912,0.742987012987013,0.84,0.9641970888606188,0.5380045084643341,0.76,0.57
Casarrubuelos,0.32258064516129026,0.6000000000000001,0.53,,0.6185494774934523,,0.92
Collado Villalba,2.37339454310222,0.8171428571428573,0.57,0.5096920151084119,0.5692648549812362,0.53,0.6
Getafe,1.542962558842355,0.7105194805194806,0.58,0.6000570225555024,0.5579085854232921,0.58,0.73
Humanes de Madrid,0.17337031900138697,0.8196103896103896,0.5,0.970871340789784,1.0,1.0,0.6
Majadahonda,2.0375903123066523,0.8187012987012987,0.81,0.5982668750760345,0.5277740134846344,0.56,0.61
Mejorada del Campo,0.370919881305638,0.7651948051948052,0.52,0.5565107429883098,0.6647285923423081,0.61,0.5
Paracuellos de Jarama,0.03670532961385992,0.7145454545454546,0.7,0.5978063354312808,0.5897980554369233,0.59,0.57
Pinto,1.363387971654356,0.7157142857142857,0.58,0.7261877391878231,0.6042937347866989,0.67,0.69
Pozuelo de Alarcón,2.686688187143771,0.7706493506493507,1.0,0.8982802264378562,0.5333985590281087,0.72,0.83
Rivas-Vaciamadrid,0.0997555987829817,0.7879220779220779,0.63,0.5680066727508892,0.5388127695289441,0.55,0.58
Rozas de Madrid (Las),0.8755017712099851,0.7541558441558442,0.82,0.8228161038026542,0.5469484201800426,0.69,0.71
San Fernando de Henares,1.3328309641840395,0.7496103896103896,0.56,0.5794218669974351,0.6574122646138015,0.62,0.58
San Sebastián de los Reyes,1.5232468152760272,0.7249350649350649,0.65,0.6557211931338602,0.5945881871440231,0.62,0.7
Torrejón de la Calzada,0.23934897079942558,0.8003896103896105,0.57,0.9040501945821444,0.7050563143954085,0.81,0.63
Torrelodones,1.2813535718218487,0.7027272727272728,0.79,0.5,0.514029683310121,0.5,1.0
Tres Cantos,1.0457277019885345,0.7602597402597403,0.78,0.9087472840253701,0.5,0.71,0.82
Valdemoro,1.0520089343879606,0.7223376623376623,0.57,0.5318722271324232,0.5647328400848186,0.54,0.64
Velilla de San Antonio,0.11125945705384957,0.7862337662337663,0.56,0.7729142992064941,0.6259967597637316,0.7,0.6
Villanueva del Pardillo,0.0653765690376569,0.8999999999999999,0.64,0.6588546411141933,0.5187132987026564,0.59,0.8
Villaviciosa de Odón,0.361881785283474,0.7551948051948052,0.73,0.9049185382580154,0.6117760771142826,0.76,0.8
