municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Morata de Tajuña,0.19319938176197834,0.6872832369942197,0.78,0.5043272188768166,0.5650108360898826,0.53,0.68
Navacerrada,0.536480686695279,0.6747241198108251,0.55,,0.6231257557436518,,0.56
Navalafuente,,0.6988964792433001,0.77,,0.7118556701030927,,0.6
Navalagamella,,0.737099316868103,0.63,,0.5517017017017016,,0.52
Navalcarnero,0.22404779686333084,0.6262743037309512,0.55,0.5138633293582286,0.5424829157175399,0.52,0.66
Navas del Rey,0.5,0.6636889122438255,0.62,0.703237533930152,0.5944682830998294,0.65,0.78
Nuevo Baztán,0.4807692307692307,0.7042038885969522,0.55,0.6356214901850914,0.6760405549626468,0.66,
Olmeda de las Fuentes,,0.7509721492380453,0.66,0.5915890314192649,0.5973297730307077,0.59,0.72
Orusco de Tajuña,,0.7163951655281136,0.84,,0.8041484716157206,,1.0
Pedrezuela,,0.7166579085654231,0.53,,0.5692460317460317,,0.75
Perales de Tajuña,0.4798464491362765,0.7487651077246453,0.69,0.5466025042505862,0.5238011549083605,0.53,
Pezuela de las Torres,,0.668891224382554,0.55,,0.6318111852231914,,0.59
Pozuelo del Rey,,0.6411981082501315,0.6,,0.7448598130841122,,
Quijorna,,0.6905937992643195,0.59,,0.5948914431673052,,0.63
Redueña,,0.6317919075144509,0.63,0.5,0.5741379310344827,0.53,
Ribatejada,,0.6988964792433001,0.68,,1.0,,0.76
San Agustín del Guadalix,0.09002520705797624,0.6000000000000001,0.64,,0.5764595103578154,,0.63
San Lorenzo de El Escorial,2.5773697063384606,0.6920651602732528,0.84,0.5876104002600753,0.5871844339102635,0.59,0.77
San Martín de la Vega,1.4457107126025284,0.647871781397793,0.72,0.5378008743140983,0.560445120947836,0.54,0.55
Santorcaz,,0.6620073568050446,0.55,0.5542772968619776,0.6380459337349397,0.6,0.57
Santos de la Humosa (Los),,0.668891224382554,0.62,,0.5923728813559322,,
Serranillos del Valle,,0.7475039411455597,0.6,,0.5978172293364377,,0.69
Sevilla la Nueva,0.13513513513513514,0.6475564897530215,0.66,,0.6948367636621717,,0.78
Soto del Real,0.3620564808110065,0.6776142932212297,0.66,0.5569789317363067,0.5794928245270712,0.56,0.59
Talamanca de Jarama,,0.7103520756699947,0.82,0.5351664381511624,0.5716782036130339,0.55,0.84
Tielmes,0.5434782608695653,0.6509196006305833,0.64,,0.5587155963302752,,0.95
Titulcia,1.1848341232227488,0.6772990015764583,0.54,,0.5938430698739977,,
Torrejón de Velasco,0.2815315315315315,0.648922753547031,0.58,,0.6546875000000001,,
Torrelaguna,0.5875440658049352,0.6910141881240147,0.61,,0.6480006894174422,,0.58
Torres de la Alameda,0.1874062968515742,0.6279033105622702,0.62,,0.6717510480490163,,0.75
Valdaracete,,0.6797687861271676,0.59,,0.7225197457137353,,
Valdeavero,0.8038585209003215,0.6563321071991592,0.55,,0.6733418367346939,,
Valdelaguna,,0.6778770362585392,0.61,,0.7366171003717472,,0.55
Valdemorillo,0.10584250635055037,0.679033105622701,0.56,,0.5848739495798319,,
Valdeolmos-Alalpardo,0.26881720430107525,0.6686810299527062,0.74,0.5447293507139309,0.5882300357568534,0.56,0.52
Valdepiélagos,,0.6271676300578035,0.77,0.602219464881872,0.5307550644567219,0.56,
Valdetorres de Jarama,0.32383419689119175,0.7439306358381503,0.61,,0.6733418367346939,,0.67
Valdilecha,0.45620437956204374,0.7130846032580137,0.64,0.6175073979925825,0.6157301480484522,0.62,
Valverde de Alcalá,,0.6687335785601682,0.54,,0.6432573128408527,,0.83
Vellón (El),,0.6487125591171834,0.65,,0.5814241486068111,,0.67
Venturada,,0.668891224382554,0.6,,0.605503144654088,,0.53
Villaconejos,0.470809792843691,0.9,1.0,0.5988004071071775,0.7813002680965149,0.7,0.53
Villalbilla,0.0724217844727694,0.6230162900683132,0.5,0.6153545864875893,0.7779411764705881,0.71,0.58
Villamanta,0.573394495412844,0.6592748292170258,0.8,0.5498158598255316,0.5491413124138662,0.54,0.82
Villamantilla,,0.6562795585916974,0.57,,0.7289327575570635,,0.62
Villanueva de Perales,,0.6794534944823962,0.62,,0.5948869752421959,,
Villanueva de la Cañada,1.7591687889007155,0.7157645822385708,0.6,0.6395607927229834,0.6435089369708372,0.65,0.62
Villar del Olmo,,0.6971098265895954,0.93,0.6576552971553025,0.5408027770288487,0.6,0.58
Villarejo de Salvanés,0.5822981366459627,0.696269048870205,0.69,,0.6256183745583039,,0.52
