municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Navacerrada,0.536480686695279,0.6914833215046132,0.54,,0.6247348699124402,,0.56
Navalafuente,,0.7379701916252661,0.83,,0.7010471575296147,,0.6
Navalagamella,,0.7493967352732435,0.63,,0.5364564058854786,,0.52
Navalcarnero,0.22404779686333084,0.6977288857345636,0.55,,0.5454741218342257,,0.66
Navas del Rey,0.5,0.7057487579843861,0.62,0.7031705565125367,0.5999912732814658,0.65,0.78
Nuevo Baztán,0.4807692307692307,0.7365507452093684,0.54,0.62429646942199,0.681276780516032,0.65,
Olmeda de las Fuentes,,0.7956706884315118,0.66,0.5952971664344354,0.5926861223582103,0.59,0.72
Orusco de Tajuña,,0.8047551454932578,0.76,,0.852274509904301,,1.0
Pedrezuela,,0.74194464158978,0.53,,0.5497670418089922,,0.74
Perales de Tajuña,0.4798464491362765,0.7823278921220725,0.7,0.5445645147670177,0.5238056145688801,0.53,
Pezuela de las Torres,,0.7009226401703336,0.54,,0.6277495733027723,,0.59
Pozuelo del Rey,,0.7198012775017744,0.62,,0.7515150028497617,,
Quijorna,,0.7616749467707594,0.6,,0.5878624667420891,,0.63
Redueña,,0.6692689850958127,0.62,0.5141317084266273,0.569192323987727,0.53,
Ribatejada,,0.7815471965933286,0.76,,1.0,,0.76
San Agustín del Guadalix,0.09002520705797624,0.6443577004968063,0.63,,0.5768665105591066,,0.62
San Lorenzo de El Escorial,2.5773697063384606,0.7468417317246274,0.87,0.5891533740428619,0.5602578675158092,0.57,0.77
San Martín de la Vega,1.4457107126025284,0.6980837473385382,0.74,0.5328408361253357,0.5610560579669153,0.54,0.55
Santorcaz,,0.730943931866572,0.55,0.5499828587061184,0.6469068493853447,0.59,0.57
Santos de la Humosa (Los),,0.7373314407381122,0.62,,0.5827015928296262,,
Serranillos del Valle,,0.7731014904187368,0.6,,0.6133707772429071,,0.69
Sevilla la Nueva,0.13513513513513514,0.7595457771469128,0.66,,0.7237326592499015,,0.78
Soto del Real,0.3620564808110065,0.7371894960965224,0.66,0.5573807357032871,0.5887635861818643,0.57,0.59
Talamanca de Jarama,,0.7564939673527327,0.84,0.528920896997076,0.5721809674675387,0.54,0.84
Tielmes,0.5434782608695653,0.7827537260468418,0.63,,0.578984384981991,,0.95
Titulcia,1.1848341232227488,0.7217175301632364,0.53,,0.6018256759114605,,
Torrejón de Velasco,0.2815315315315315,0.690986515259049,0.59,,0.6908541515154423,,
Torrelaguna,0.5875440658049352,0.7132008516678495,0.63,0.6186593422574044,0.6698245499613418,0.64,0.58
Torres de la Alameda,0.1874062968515742,0.665791341376863,0.62,,0.6810981232483916,,0.75
Valdaracete,,0.7114975159687722,0.58,,0.7285625956438915,,
Valdeavero,0.8038585209003215,0.6611781405251953,0.53,,0.6776061857445117,,
Valdelaguna,,0.7630234208658624,0.6,,0.7583424331272625,,0.55
Valdemorillo,0.10584250635055037,0.6273243435060327,0.58,,0.5885812153973318,,
Valdeolmos-Alalpardo,0.26881720430107525,0.7559971611071683,0.77,0.5523258869140716,0.5893940207117836,0.57,0.52
Valdepiélagos,,0.6689850958126331,0.79,0.5989343445188723,0.5357175662351861,0.56,
Valdetorres de Jarama,0.32383419689119175,0.793541518807665,0.62,,0.6828843082978315,,0.67
Valdilecha,0.45620437956204374,0.7195173882185948,0.64,0.6244335395679576,0.6269098563181867,0.62,
Valverde de Alcalá,,0.7447835344215756,0.52,,0.673756228247236,,0.83
Vellón (El),,0.6000000000000001,0.68,,0.5968842075064178,,0.66
Venturada,,0.6545777146912704,0.6,,0.6222084187613752,,0.53
Villaconejos,0.470809792843691,0.7398864442867282,1.0,0.6368740477224254,0.7664296475140735,0.7,0.52
Villalbilla,0.0724217844727694,0.6555003548616041,0.5,0.6224658840211129,0.8052727713090171,0.71,0.58
Villamanta,0.573394495412844,0.727750177430802,0.81,0.5410942768436853,0.5523692737832592,0.54,0.82
Villamantilla,,0.6429382540809085,0.56,,0.770036017853446,,0.62
Villanueva de Perales,,0.6655074520936834,0.64,,0.5936305510201756,,
Villanueva de la Cañada,1.7591687889007155,0.740596167494677,0.62,0.6056368855066886,0.6712326984594174,0.64,0.62
Villar del Olmo,,0.7815471965933286,0.94,0.6432807095993979,0.544773957088247,0.59,0.58
Villarejo de Salvanés,0.5822981366459627,0.7606103619588361,0.69,,0.6695556481321283,,0.52
