codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28079_2.301_2018,Madrid,,2018,2.301,28079
28079_2.305_2018,Madrid,0.5,2018,2.305,28079
28079_2.309_2018,Madrid,0.5,2018,2.309,28079
28079_2.312_2018,Madrid,0.5,2018,2.312,28079
28079_2.302_2018,Madrid,,2018,2.302,28079
28079_2.303_2018,Madrid,1.46,2018,2.303,28079
28079_2.304_2018,Madrid,0.52,2018,2.304,28079
28079_2.306_2018,Madrid,0.5,2018,2.306,28079
28079_2.307_2018,Madrid,0.5,2018,2.307,28079
28079_2.308_2018,Madrid,21236.0,2018,2.308,28079
28079_2.310_2018,Madrid,0.5,2018,2.310,28079
28079_2.311_2018,Madrid,0.5,2018,2.311,28079
28079_2.313_2018,Madrid,2.58,2018,2.313,28079
28079_2.314_2018,Madrid,0.36,2018,2.314,28079
