codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28001_2.301_2016,Acebeda (La),,2016,2.301,28001
28003_2.301_2016,Alameda del Valle,,2016,2.301,28003
28016_2.301_2016,Atazar (El),,2016,2.301,28016
28021_2.301_2016,Berrueco (El),,2016,2.301,28021
28020_2.301_2016,Berzosa del Lozoya,,2016,2.301,28020
28024_2.301_2016,Braojos,,2016,2.301,28024
28025_2.301_2016,Brea de Tajo,,2016,2.301,28025
28027_2.301_2016,Buitrago del Lozoya,,2016,2.301,28027
28028_2.301_2016,Bustarviejo,,2016,2.301,28028
28031_2.301_2016,Cadalso de los Vidrios,,2016,2.301,28031
28034_2.301_2016,Canencia,,2016,2.301,28034
28037_2.301_2016,Cenicientos,,2016,2.301,28037
28039_2.301_2016,Cervera de Buitrago,,2016,2.301,28039
28055_2.301_2016,Estremera,,2016,2.301,28055
28056_2.301_2016,Fresnedillas de la Oliva,,2016,2.301,28056
28060_2.301_2016,Fuentidueña de Tajo,,2016,2.301,28060
28062_2.301_2016,Garganta de los Montes,,2016,2.301,28062
28063_2.301_2016,Gargantilla del Lozoya y Pinilla de Buitrago,,2016,2.301,28063
28064_2.301_2016,Gascones,,2016,2.301,28064
28069_2.301_2016,Hiruela (La),,2016,2.301,28069
28070_2.301_2016,Horcajo de la Sierra-Aoslos,,2016,2.301,28070
28071_2.301_2016,Horcajuelo de la Sierra,,2016,2.301,28071
28076_2.301_2016,Lozoya,,2016,2.301,28076
28901_2.301_2016,Lozoyuela-Navas-Sieteiglesias,,2016,2.301,28901
28078_2.301_2016,Madarcos,,2016,2.301,28078
28088_2.301_2016,Montejo de la Sierra,,2016,2.301,28088
28097_2.301_2016,Navarredonda y San Mamés,,2016,2.301,28097
28107_2.301_2016,Patones,,2016,2.301,28107
28109_2.301_2016,Pelayos de la Presa,,2016,2.301,28109
28112_2.301_2016,Pinilla del Valle,,2016,2.301,28112
28114_2.301_2016,Piñuécar-Gandullas,,2016,2.301,28114
28117_2.301_2016,Prádena del Rincón,,2016,2.301,28117
28118_2.301_2016,Puebla de la Sierra,,2016,2.301,28118
28902_2.301_2016,Puentes Viejas,,2016,2.301,28902
28120_2.301_2016,Rascafría,,2016,2.301,28120
28124_2.301_2016,Robledillo de la Jara,,2016,2.301,28124
28125_2.301_2016,Robledo de Chavela,,2016,2.301,28125
28126_2.301_2016,Robregordo,,2016,2.301,28126
28128_2.301_2016,Rozas de Puerto Real,,2016,2.301,28128
28133_2.301_2016,San Martín de Valdeiglesias,,2016,2.301,28133
28135_2.301_2016,Santa María de la Alameda,,2016,2.301,28135
28138_2.301_2016,Serna del Monte (La),,2016,2.301,28138
28143_2.301_2016,Somosierra,,2016,2.301,28143
28153_2.301_2016,Torremocha de Jarama,,2016,2.301,28153
28158_2.301_2016,Valdemanco,,2016,2.301,28158
28159_2.301_2016,Valdemaqueda,,2016,2.301,28159
28171_2.301_2016,Villa del Prado,,2016,2.301,28171
28173_2.301_2016,Villamanrique de Tajo,,2016,2.301,28173
