codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28007_2.301_2022,Alcorcón,0.73,2022,2.301,28007
28049_2.301_2022,Coslada,1.0,2022,2.301,28049
28058_2.301_2022,Fuenlabrada,0.75,2022,2.301,28058
28074_2.301_2022,Leganés,0.74,2022,2.301,28074
28092_2.301_2022,Móstoles,0.74,2022,2.301,28092
28106_2.301_2022,Parla,0.5,2022,2.301,28106
28148_2.301_2022,Torrejón de Ardoz,0.67,2022,2.301,28148
28007_2.305_2022,Alcorcón,,2022,2.305,28007
28049_2.305_2022,Coslada,,2022,2.305,28049
28058_2.305_2022,Fuenlabrada,,2022,2.305,28058
28074_2.305_2022,Leganés,,2022,2.305,28074
28092_2.305_2022,Móstoles,,2022,2.305,28092
28106_2.305_2022,Parla,,2022,2.305,28106
28148_2.305_2022,Torrejón de Ardoz,,2022,2.305,28148
28007_2.309_2022,Alcorcón,0.82,2022,2.309,28007
28049_2.309_2022,Coslada,1.0,2022,2.309,28049
28058_2.309_2022,Fuenlabrada,0.84,2022,2.309,28058
28074_2.309_2022,Leganés,0.9,2022,2.309,28074
28092_2.309_2022,Móstoles,0.6,2022,2.309,28092
28106_2.309_2022,Parla,0.5,2022,2.309,28106
28148_2.309_2022,Torrejón de Ardoz,0.72,2022,2.309,28148
28007_2.312_2022,Alcorcón,0.62,2022,2.312,28007
28049_2.312_2022,Coslada,0.9,2022,2.312,28049
28058_2.312_2022,Fuenlabrada,0.69,2022,2.312,28058
28074_2.312_2022,Leganés,1.0,2022,2.312,28074
28092_2.312_2022,Móstoles,0.63,2022,2.312,28092
28106_2.312_2022,Parla,0.56,2022,2.312,28106
28148_2.312_2022,Torrejón de Ardoz,0.5,2022,2.312,28148
28007_2.302_2022,Alcorcón,0.61,2022,2.302,28007
28049_2.302_2022,Coslada,0.69,2022,2.302,28049
28058_2.302_2022,Fuenlabrada,0.67,2022,2.302,28058
28074_2.302_2022,Leganés,0.67,2022,2.302,28074
28092_2.302_2022,Móstoles,0.66,2022,2.302,28092
28106_2.302_2022,Parla,0.67,2022,2.302,28106
28148_2.302_2022,Torrejón de Ardoz,0.68,2022,2.302,28148
28007_2.303_2022,Alcorcón,1.45,2022,2.303,28007
28049_2.303_2022,Coslada,1.71,2022,2.303,28049
28058_2.303_2022,Fuenlabrada,1.04,2022,2.303,28058
28074_2.303_2022,Leganés,1.19,2022,2.303,28074
28092_2.303_2022,Móstoles,1.06,2022,2.303,28092
28106_2.303_2022,Parla,0.75,2022,2.303,28106
28148_2.303_2022,Torrejón de Ardoz,1.06,2022,2.303,28148
28007_2.304_2022,Alcorcón,0.86,2022,2.304,28007
28049_2.304_2022,Coslada,1.27,2022,2.304,28049
28058_2.304_2022,Fuenlabrada,1.25,2022,2.304,28058
28074_2.304_2022,Leganés,1.09,2022,2.304,28074
28092_2.304_2022,Móstoles,1.21,2022,2.304,28092
28106_2.304_2022,Parla,0.86,2022,2.304,28106
28148_2.304_2022,Torrejón de Ardoz,1.01,2022,2.304,28148
28007_2.306_2022,Alcorcón,0.81,2022,2.306,28007
28049_2.306_2022,Coslada,0.5,2022,2.306,28049
28058_2.306_2022,Fuenlabrada,0.77,2022,2.306,28058
28074_2.306_2022,Leganés,0.99,2022,2.306,28074
28092_2.306_2022,Móstoles,1.0,2022,2.306,28092
28106_2.306_2022,Parla,0.67,2022,2.306,28106
28148_2.306_2022,Torrejón de Ardoz,0.72,2022,2.306,28148
28007_2.307_2022,Alcorcón,1.0,2022,2.307,28007
28049_2.307_2022,Coslada,0.51,2022,2.307,28049
28058_2.307_2022,Fuenlabrada,0.51,2022,2.307,28058
28074_2.307_2022,Leganés,0.5,2022,2.307,28074
28092_2.307_2022,Móstoles,0.56,2022,2.307,28092
28106_2.307_2022,Parla,0.62,2022,2.307,28106
28148_2.307_2022,Torrejón de Ardoz,0.62,2022,2.307,28148
28007_2.308_2022,Alcorcón,,2022,2.308,28007
28049_2.308_2022,Coslada,,2022,2.308,28049
28058_2.308_2022,Fuenlabrada,,2022,2.308,28058
28074_2.308_2022,Leganés,,2022,2.308,28074
28092_2.308_2022,Móstoles,,2022,2.308,28092
28106_2.308_2022,Parla,,2022,2.308,28106
28148_2.308_2022,Torrejón de Ardoz,,2022,2.308,28148
28007_2.310_2022,Alcorcón,0.91,2022,2.310,28007
28049_2.310_2022,Coslada,1.0,2022,2.310,28049
28058_2.310_2022,Fuenlabrada,0.69,2022,2.310,28058
28074_2.310_2022,Leganés,1.0,2022,2.310,28074
28092_2.310_2022,Móstoles,0.62,2022,2.310,28092
28106_2.310_2022,Parla,0.5,2022,2.310,28106
28148_2.310_2022,Torrejón de Ardoz,0.81,2022,2.310,28148
28007_2.311_2022,Alcorcón,0.73,2022,2.311,28007
28049_2.311_2022,Coslada,1.0,2022,2.311,28049
28058_2.311_2022,Fuenlabrada,0.99,2022,2.311,28058
28074_2.311_2022,Leganés,0.8,2022,2.311,28074
28092_2.311_2022,Móstoles,0.59,2022,2.311,28092
28106_2.311_2022,Parla,0.5,2022,2.311,28106
28148_2.311_2022,Torrejón de Ardoz,0.62,2022,2.311,28148
28007_2.313_2022,Alcorcón,1.82,2022,2.313,28007
28049_2.313_2022,Coslada,2.65,2022,2.313,28049
28058_2.313_2022,Fuenlabrada,1.99,2022,2.313,28058
28074_2.313_2022,Leganés,2.77,2022,2.313,28074
28092_2.313_2022,Móstoles,1.83,2022,2.313,28092
28106_2.313_2022,Parla,1.61,2022,2.313,28106
28148_2.313_2022,Torrejón de Ardoz,1.45,2022,2.313,28148
28007_2.314_2022,Alcorcón,0.18,2022,2.314,28007
28049_2.314_2022,Coslada,0.17,2022,2.314,28049
28058_2.314_2022,Fuenlabrada,0.21,2022,2.314,28058
28074_2.314_2022,Leganés,0.36,2022,2.314,28074
28092_2.314_2022,Móstoles,0.22,2022,2.314,28092
28106_2.314_2022,Parla,0.21,2022,2.314,28106
28148_2.314_2022,Torrejón de Ardoz,0.2,2022,2.314,28148
