codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28079_2.301_2023,Madrid,,2023,2.301,28079
28079_2.305_2023,Madrid,,2023,2.305,28079
28079_2.309_2023,Madrid,,2023,2.309,28079
28079_2.312_2023,Madrid,0.5,2023,2.312,28079
28079_2.302_2023,Madrid,,2023,2.302,28079
28079_2.303_2023,Madrid,1.46,2023,2.303,28079
28079_2.304_2023,Madrid,0.52,2023,2.304,28079
28079_2.306_2023,Madrid,0.5,2023,2.306,28079
28079_2.307_2023,Madrid,,2023,2.307,28079
28079_2.308_2023,Madrid,,2023,2.308,28079
28079_2.310_2023,Madrid,0.5,2023,2.310,28079
28079_2.311_2023,Madrid,,2023,2.311,28079
28079_2.313_2023,Madrid,2.58,2023,2.313,28079
28079_2.314_2023,Madrid,0.42,2023,2.314,28079
