codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28079_2.301_2014,Madrid,,2014,2.301,28079
28079_2.305_2014,Madrid,,2014,2.305,28079
28079_2.309_2014,Madrid,,2014,2.309,28079
28079_2.312_2014,Madrid,0.5,2014,2.312,28079
28079_2.302_2014,Madrid,,2014,2.302,28079
28079_2.303_2014,Madrid,1.46,2014,2.303,28079
28079_2.304_2014,Madrid,0.52,2014,2.304,28079
28079_2.306_2014,Madrid,0.5,2014,2.306,28079
28079_2.307_2014,Madrid,0.5,2014,2.307,28079
28079_2.308_2014,Madrid,,2014,2.308,28079
28079_2.310_2014,Madrid,0.5,2014,2.310,28079
28079_2.311_2014,Madrid,,2014,2.311,28079
28079_2.313_2014,Madrid,2.58,2014,2.313,28079
28079_2.314_2014,Madrid,0.3,2014,2.314,28079
