codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28002_2.301_2015,Ajalvir,,2015,2.301,28002
28008_2.301_2015,Aldea del Fresno,,2015,2.301,28008
28009_2.301_2015,Algete,,2015,2.301,28009
28011_2.301_2015,Ambite,,2015,2.301,28011
28012_2.301_2015,Anchuelo,,2015,2.301,28012
28013_2.301_2015,Aranjuez,,2015,2.301,28013
28017_2.301_2015,Batres,,2015,2.301,28017
28018_2.301_2015,Becerril de la Sierra,,2015,2.301,28018
28019_2.301_2015,Belmonte de Tajo,,2015,2.301,28019
28023_2.301_2015,Boalo (El),,2015,2.301,28023
28026_2.301_2015,Brunete,,2015,2.301,28026
28029_2.301_2015,Cabanillas de la Sierra,,2015,2.301,28029
28030_2.301_2015,Cabrera (La),,2015,2.301,28030
28032_2.301_2015,Camarma de Esteruelas,,2015,2.301,28032
28033_2.301_2015,Campo Real,,2015,2.301,28033
28035_2.301_2015,Carabaña,,2015,2.301,28035
28038_2.301_2015,Cercedilla,,2015,2.301,28038
28051_2.301_2015,Chapinería,,2015,2.301,28051
28052_2.301_2015,Chinchón,,2015,2.301,28052
28040_2.301_2015,Ciempozuelos,,2015,2.301,28040
28041_2.301_2015,Cobeña,,2015,2.301,28041
28046_2.301_2015,Collado Mediano,,2015,2.301,28046
28045_2.301_2015,Colmenar Viejo,,2015,2.301,28045
28043_2.301_2015,Colmenar de Oreja,,2015,2.301,28043
28042_2.301_2015,Colmenar del Arroyo,,2015,2.301,28042
28044_2.301_2015,Colmenarejo,,2015,2.301,28044
28048_2.301_2015,Corpa,,2015,2.301,28048
28050_2.301_2015,Cubas de la Sagra,,2015,2.301,28050
28053_2.301_2015,Daganzo de Arriba,,2015,2.301,28053
28054_2.301_2015,Escorial (El),,2015,2.301,28054
28057_2.301_2015,Fresno de Torote,,2015,2.301,28057
28059_2.301_2015,Fuente el Saz de Jarama,,2015,2.301,28059
28061_2.301_2015,Galapagar,,2015,2.301,28061
28066_2.301_2015,Griñón,,2015,2.301,28066
28067_2.301_2015,Guadalix de la Sierra,,2015,2.301,28067
28068_2.301_2015,Guadarrama,,2015,2.301,28068
28072_2.301_2015,Hoyo de Manzanares,,2015,2.301,28072
28075_2.301_2015,Loeches,,2015,2.301,28075
28082_2.301_2015,Manzanares el Real,,2015,2.301,28082
28083_2.301_2015,Meco,,2015,2.301,28083
28085_2.301_2015,Miraflores de la Sierra,,2015,2.301,28085
28086_2.301_2015,Molar (El),,2015,2.301,28086
28087_2.301_2015,Molinos (Los),,2015,2.301,28087
28089_2.301_2015,Moraleja de Enmedio,,2015,2.301,28089
28090_2.301_2015,Moralzarzal,,2015,2.301,28090
28091_2.301_2015,Morata de Tajuña,,2015,2.301,28091
28093_2.301_2015,Navacerrada,,2015,2.301,28093
28094_2.301_2015,Navalafuente,,2015,2.301,28094
28095_2.301_2015,Navalagamella,,2015,2.301,28095
28096_2.301_2015,Navalcarnero,,2015,2.301,28096
