codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28079_2.301_2017,Madrid,,2017,2.301,28079
28079_2.305_2017,Madrid,0.5,2017,2.305,28079
28079_2.309_2017,Madrid,0.5,2017,2.309,28079
28079_2.312_2017,Madrid,0.5,2017,2.312,28079
28079_2.302_2017,Madrid,,2017,2.302,28079
28079_2.303_2017,Madrid,1.46,2017,2.303,28079
28079_2.304_2017,Madrid,0.52,2017,2.304,28079
28079_2.306_2017,Madrid,0.5,2017,2.306,28079
28079_2.307_2017,Madrid,0.5,2017,2.307,28079
28079_2.308_2017,Madrid,20161.0,2017,2.308,28079
28079_2.310_2017,Madrid,0.5,2017,2.310,28079
28079_2.311_2017,Madrid,0.5,2017,2.311,28079
28079_2.313_2017,Madrid,2.58,2017,2.313,28079
28079_2.314_2017,Madrid,0.35,2017,2.314,28079
