codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28007_2.301_2017,Alcorcón,,2017,2.301,28007
28049_2.301_2017,Coslada,,2017,2.301,28049
28058_2.301_2017,Fuenlabrada,,2017,2.301,28058
28074_2.301_2017,Leganés,,2017,2.301,28074
28092_2.301_2017,Móstoles,,2017,2.301,28092
28106_2.301_2017,Parla,,2017,2.301,28106
28148_2.301_2017,Torrejón de Ardoz,,2017,2.301,28148
28007_2.305_2017,Alcorcón,1.0,2017,2.305,28007
28049_2.305_2017,Coslada,0.94,2017,2.305,28049
28058_2.305_2017,Fuenlabrada,0.65,2017,2.305,28058
28074_2.305_2017,Leganés,0.86,2017,2.305,28074
28092_2.305_2017,Móstoles,0.78,2017,2.305,28092
28106_2.305_2017,Parla,0.5,2017,2.305,28106
28148_2.305_2017,Torrejón de Ardoz,0.82,2017,2.305,28148
28007_2.309_2017,Alcorcón,0.88,2017,2.309,28007
28049_2.309_2017,Coslada,1.0,2017,2.309,28049
28058_2.309_2017,Fuenlabrada,0.94,2017,2.309,28058
28074_2.309_2017,Leganés,0.99,2017,2.309,28074
28092_2.309_2017,Móstoles,0.65,2017,2.309,28092
28106_2.309_2017,Parla,0.5,2017,2.309,28106
28148_2.309_2017,Torrejón de Ardoz,0.79,2017,2.309,28148
28007_2.312_2017,Alcorcón,0.63,2017,2.312,28007
28049_2.312_2017,Coslada,0.92,2017,2.312,28049
28058_2.312_2017,Fuenlabrada,0.7,2017,2.312,28058
28074_2.312_2017,Leganés,1.0,2017,2.312,28074
28092_2.312_2017,Móstoles,0.63,2017,2.312,28092
28106_2.312_2017,Parla,0.56,2017,2.312,28106
28148_2.312_2017,Torrejón de Ardoz,0.5,2017,2.312,28148
28007_2.302_2017,Alcorcón,,2017,2.302,28007
28049_2.302_2017,Coslada,,2017,2.302,28049
28058_2.302_2017,Fuenlabrada,,2017,2.302,28058
28074_2.302_2017,Leganés,,2017,2.302,28074
28092_2.302_2017,Móstoles,,2017,2.302,28092
28106_2.302_2017,Parla,,2017,2.302,28106
28148_2.302_2017,Torrejón de Ardoz,,2017,2.302,28148
28007_2.303_2017,Alcorcón,1.45,2017,2.303,28007
28049_2.303_2017,Coslada,1.71,2017,2.303,28049
28058_2.303_2017,Fuenlabrada,1.04,2017,2.303,28058
28074_2.303_2017,Leganés,1.19,2017,2.303,28074
28092_2.303_2017,Móstoles,1.06,2017,2.303,28092
28106_2.303_2017,Parla,0.75,2017,2.303,28106
28148_2.303_2017,Torrejón de Ardoz,1.06,2017,2.303,28148
28007_2.304_2017,Alcorcón,0.86,2017,2.304,28007
28049_2.304_2017,Coslada,1.27,2017,2.304,28049
28058_2.304_2017,Fuenlabrada,1.25,2017,2.304,28058
28074_2.304_2017,Leganés,1.09,2017,2.304,28074
28092_2.304_2017,Móstoles,1.21,2017,2.304,28092
28106_2.304_2017,Parla,0.86,2017,2.304,28106
28148_2.304_2017,Torrejón de Ardoz,1.01,2017,2.304,28148
28007_2.306_2017,Alcorcón,0.69,2017,2.306,28007
28049_2.306_2017,Coslada,0.82,2017,2.306,28049
28058_2.306_2017,Fuenlabrada,0.86,2017,2.306,28058
28074_2.306_2017,Leganés,0.78,2017,2.306,28074
28092_2.306_2017,Móstoles,1.0,2017,2.306,28092
