codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28001_2.301_2023,Acebeda (La),,2023,2.301,28001
28003_2.301_2023,Alameda del Valle,,2023,2.301,28003
28016_2.301_2023,Atazar (El),,2023,2.301,28016
28021_2.301_2023,Berrueco (El),,2023,2.301,28021
28020_2.301_2023,Berzosa del Lozoya,,2023,2.301,28020
28024_2.301_2023,Braojos,,2023,2.301,28024
28025_2.301_2023,Brea de Tajo,,2023,2.301,28025
28027_2.301_2023,Buitrago del Lozoya,,2023,2.301,28027
28028_2.301_2023,Bustarviejo,,2023,2.301,28028
28031_2.301_2023,Cadalso de los Vidrios,,2023,2.301,28031
28034_2.301_2023,Canencia,,2023,2.301,28034
28037_2.301_2023,Cenicientos,,2023,2.301,28037
28039_2.301_2023,Cervera de Buitrago,,2023,2.301,28039
28055_2.301_2023,Estremera,,2023,2.301,28055
28056_2.301_2023,Fresnedillas de la Oliva,,2023,2.301,28056
28060_2.301_2023,Fuentidueña de Tajo,,2023,2.301,28060
28062_2.301_2023,Garganta de los Montes,,2023,2.301,28062
28063_2.301_2023,Gargantilla del Lozoya y Pinilla de Buitrago,,2023,2.301,28063
28064_2.301_2023,Gascones,,2023,2.301,28064
28069_2.301_2023,Hiruela (La),,2023,2.301,28069
28070_2.301_2023,Horcajo de la Sierra-Aoslos,,2023,2.301,28070
28071_2.301_2023,Horcajuelo de la Sierra,,2023,2.301,28071
28076_2.301_2023,Lozoya,,2023,2.301,28076
28901_2.301_2023,Lozoyuela-Navas-Sieteiglesias,,2023,2.301,28901
28078_2.301_2023,Madarcos,,2023,2.301,28078
28088_2.301_2023,Montejo de la Sierra,,2023,2.301,28088
28097_2.301_2023,Navarredonda y San Mamés,,2023,2.301,28097
28107_2.301_2023,Patones,,2023,2.301,28107
28109_2.301_2023,Pelayos de la Presa,,2023,2.301,28109
28112_2.301_2023,Pinilla del Valle,,2023,2.301,28112
28114_2.301_2023,Piñuécar-Gandullas,,2023,2.301,28114
28117_2.301_2023,Prádena del Rincón,,2023,2.301,28117
28118_2.301_2023,Puebla de la Sierra,,2023,2.301,28118
28902_2.301_2023,Puentes Viejas,,2023,2.301,28902
28120_2.301_2023,Rascafría,,2023,2.301,28120
28124_2.301_2023,Robledillo de la Jara,,2023,2.301,28124
28125_2.301_2023,Robledo de Chavela,,2023,2.301,28125
28126_2.301_2023,Robregordo,,2023,2.301,28126
28128_2.301_2023,Rozas de Puerto Real,,2023,2.301,28128
28133_2.301_2023,San Martín de Valdeiglesias,,2023,2.301,28133
28135_2.301_2023,Santa María de la Alameda,,2023,2.301,28135
28138_2.301_2023,Serna del Monte (La),,2023,2.301,28138
28143_2.301_2023,Somosierra,,2023,2.301,28143
28153_2.301_2023,Torremocha de Jarama,,2023,2.301,28153
28158_2.301_2023,Valdemanco,,2023,2.301,28158
28159_2.301_2023,Valdemaqueda,,2023,2.301,28159
28171_2.301_2023,Villa del Prado,,2023,2.301,28171
28173_2.301_2023,Villamanrique de Tajo,,2023,2.301,28173
28182_2.301_2023,Villavieja del Lozoya,,2023,2.301,28182
28183_2.301_2023,Zarzalejo,,2023,2.301,28183
