codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28001_2.301_2019,Acebeda (La),,2019,2.301,28001
28003_2.301_2019,Alameda del Valle,,2019,2.301,28003
28016_2.301_2019,Atazar (El),,2019,2.301,28016
28021_2.301_2019,Berrueco (El),,2019,2.301,28021
28020_2.301_2019,Berzosa del Lozoya,,2019,2.301,28020
28024_2.301_2019,Braojos,,2019,2.301,28024
28025_2.301_2019,Brea de Tajo,,2019,2.301,28025
28027_2.301_2019,Buitrago del Lozoya,,2019,2.301,28027
28028_2.301_2019,Bustarviejo,,2019,2.301,28028
28031_2.301_2019,Cadalso de los Vidrios,,2019,2.301,28031
28034_2.301_2019,Canencia,,2019,2.301,28034
28037_2.301_2019,Cenicientos,,2019,2.301,28037
28039_2.301_2019,Cervera de Buitrago,,2019,2.301,28039
28055_2.301_2019,Estremera,,2019,2.301,28055
28056_2.301_2019,Fresnedillas de la Oliva,,2019,2.301,28056
28060_2.301_2019,Fuentidueña de Tajo,,2019,2.301,28060
28062_2.301_2019,Garganta de los Montes,,2019,2.301,28062
28063_2.301_2019,Gargantilla del Lozoya y Pinilla de Buitrago,,2019,2.301,28063
28064_2.301_2019,Gascones,,2019,2.301,28064
28069_2.301_2019,Hiruela (La),,2019,2.301,28069
28070_2.301_2019,Horcajo de la Sierra-Aoslos,,2019,2.301,28070
28071_2.301_2019,Horcajuelo de la Sierra,,2019,2.301,28071
28076_2.301_2019,Lozoya,,2019,2.301,28076
28901_2.301_2019,Lozoyuela-Navas-Sieteiglesias,,2019,2.301,28901
28078_2.301_2019,Madarcos,,2019,2.301,28078
28088_2.301_2019,Montejo de la Sierra,,2019,2.301,28088
28097_2.301_2019,Navarredonda y San Mamés,,2019,2.301,28097
28107_2.301_2019,Patones,,2019,2.301,28107
28109_2.301_2019,Pelayos de la Presa,,2019,2.301,28109
28112_2.301_2019,Pinilla del Valle,,2019,2.301,28112
28114_2.301_2019,Piñuécar-Gandullas,,2019,2.301,28114
28117_2.301_2019,Prádena del Rincón,,2019,2.301,28117
28118_2.301_2019,Puebla de la Sierra,,2019,2.301,28118
28902_2.301_2019,Puentes Viejas,,2019,2.301,28902
28120_2.301_2019,Rascafría,,2019,2.301,28120
28124_2.301_2019,Robledillo de la Jara,,2019,2.301,28124
28125_2.301_2019,Robledo de Chavela,,2019,2.301,28125
28126_2.301_2019,Robregordo,,2019,2.301,28126
28128_2.301_2019,Rozas de Puerto Real,,2019,2.301,28128
28133_2.301_2019,San Martín de Valdeiglesias,,2019,2.301,28133
28135_2.301_2019,Santa María de la Alameda,,2019,2.301,28135
28138_2.301_2019,Serna del Monte (La),,2019,2.301,28138
28143_2.301_2019,Somosierra,,2019,2.301,28143
28153_2.301_2019,Torremocha de Jarama,,2019,2.301,28153
28158_2.301_2019,Valdemanco,,2019,2.301,28158
28159_2.301_2019,Valdemaqueda,,2019,2.301,28159
28171_2.301_2019,Villa del Prado,,2019,2.301,28171
28173_2.301_2019,Villamanrique de Tajo,,2019,2.301,28173
28182_2.301_2019,Villavieja del Lozoya,,2019,2.301,28182
28183_2.301_2019,Zarzalejo,,2019,2.301,28183
28001_2.305_2019,Acebeda (La),,2019,2.305,28001
28003_2.305_2019,Alameda del Valle,0.88,2019,2.305,28003
28016_2.305_2019,Atazar (El),,2019,2.305,28016
28021_2.305_2019,Berrueco (El),0.68,2019,2.305,28021
28020_2.305_2019,Berzosa del Lozoya,0.85,2019,2.305,28020
28024_2.305_2019,Braojos,0.73,2019,2.305,28024
28025_2.305_2019,Brea de Tajo,0.54,2019,2.305,28025
28027_2.305_2019,Buitrago del Lozoya,0.64,2019,2.305,28027
28028_2.305_2019,Bustarviejo,0.72,2019,2.305,28028
28031_2.305_2019,Cadalso de los Vidrios,0.51,2019,2.305,28031
28034_2.305_2019,Canencia,0.63,2019,2.305,28034
28037_2.305_2019,Cenicientos,0.5,2019,2.305,28037
28039_2.305_2019,Cervera de Buitrago,0.73,2019,2.305,28039
28055_2.305_2019,Estremera,0.54,2019,2.305,28055
28056_2.305_2019,Fresnedillas de la Oliva,0.56,2019,2.305,28056
28060_2.305_2019,Fuentidueña de Tajo,0.56,2019,2.305,28060
28062_2.305_2019,Garganta de los Montes,0.79,2019,2.305,28062
28063_2.305_2019,Gargantilla del Lozoya y Pinilla de Buitrago,0.79,2019,2.305,28063
28064_2.305_2019,Gascones,0.74,2019,2.305,28064
28069_2.305_2019,Hiruela (La),,2019,2.305,28069
28070_2.305_2019,Horcajo de la Sierra-Aoslos,0.85,2019,2.305,28070
28071_2.305_2019,Horcajuelo de la Sierra,,2019,2.305,28071
28076_2.305_2019,Lozoya,0.75,2019,2.305,28076
28901_2.305_2019,Lozoyuela-Navas-Sieteiglesias,0.58,2019,2.305,28901
28078_2.305_2019,Madarcos,,2019,2.305,28078
28088_2.305_2019,Montejo de la Sierra,0.65,2019,2.305,28088
28097_2.305_2019,Navarredonda y San Mamés,1.0,2019,2.305,28097
28107_2.305_2019,Patones,0.75,2019,2.305,28107
28109_2.305_2019,Pelayos de la Presa,0.53,2019,2.305,28109
28112_2.305_2019,Pinilla del Valle,0.71,2019,2.305,28112
28114_2.305_2019,Piñuécar-Gandullas,0.66,2019,2.305,28114
28117_2.305_2019,Prádena del Rincón,0.8,2019,2.305,28117
28118_2.305_2019,Puebla de la Sierra,,2019,2.305,28118
28902_2.305_2019,Puentes Viejas,0.74,2019,2.305,28902
28120_2.305_2019,Rascafría,0.74,2019,2.305,28120
28124_2.305_2019,Robledillo de la Jara,,2019,2.305,28124
28125_2.305_2019,Robledo de Chavela,0.68,2019,2.305,28125
28126_2.305_2019,Robregordo,,2019,2.305,28126
28128_2.305_2019,Rozas de Puerto Real,0.65,2019,2.305,28128
28133_2.305_2019,San Martín de Valdeiglesias,0.57,2019,2.305,28133
28135_2.305_2019,Santa María de la Alameda,0.6,2019,2.305,28135
28138_2.305_2019,Serna del Monte (La),,2019,2.305,28138
28143_2.305_2019,Somosierra,,2019,2.305,28143
28153_2.305_2019,Torremocha de Jarama,0.78,2019,2.305,28153
28158_2.305_2019,Valdemanco,0.65,2019,2.305,28158
28159_2.305_2019,Valdemaqueda,0.56,2019,2.305,28159
28171_2.305_2019,Villa del Prado,0.56,2019,2.305,28171
