codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28079_2.301_2022,Madrid,0.5,2022,2.301,28079
28079_2.305_2022,Madrid,,2022,2.305,28079
28079_2.309_2022,Madrid,0.5,2022,2.309,28079
28079_2.312_2022,Madrid,0.5,2022,2.312,28079
28079_2.302_2022,Madrid,0.45,2022,2.302,28079
28079_2.303_2022,Madrid,1.46,2022,2.303,28079
28079_2.304_2022,Madrid,0.52,2022,2.304,28079
28079_2.306_2022,Madrid,0.5,2022,2.306,28079
28079_2.307_2022,Madrid,0.5,2022,2.307,28079
28079_2.308_2022,Madrid,,2022,2.308,28079
28079_2.310_2022,Madrid,0.5,2022,2.310,28079
28079_2.311_2022,Madrid,0.5,2022,2.311,28079
28079_2.313_2022,Madrid,2.58,2022,2.313,28079
28079_2.314_2022,Madrid,0.41,2022,2.314,28079
