codigo_valor,Nombre,Valor,Year,Indicador,lau_id
28007_2.301_2015,Alcorcón,,2015,2.301,28007
28049_2.301_2015,Coslada,,2015,2.301,28049
28058_2.301_2015,Fuenlabrada,,2015,2.301,28058
28074_2.301_2015,Leganés,,2015,2.301,28074
28092_2.301_2015,Móstoles,,2015,2.301,28092
28106_2.301_2015,Parla,,2015,2.301,28106
28148_2.301_2015,Torrejón de Ardoz,,2015,2.301,28148
28007_2.305_2015,Alcorcón,1.0,2015,2.305,28007
28049_2.305_2015,Coslada,0.89,2015,2.305,28049
28058_2.305_2015,Fuenlabrada,0.63,2015,2.305,28058
28074_2.305_2015,Leganés,0.85,2015,2.305,28074
28092_2.305_2015,Móstoles,0.78,2015,2.305,28092
28106_2.305_2015,Parla,0.5,2015,2.305,28106
28148_2.305_2015,Torrejón de Ardoz,0.79,2015,2.305,28148
28007_2.309_2015,Alcorcón,0.91,2015,2.309,28007
28049_2.309_2015,Coslada,0.99,2015,2.309,28049
28058_2.309_2015,Fuenlabrada,0.95,2015,2.309,28058
28074_2.309_2015,Leganés,1.0,2015,2.309,28074
28092_2.309_2015,Móstoles,0.65,2015,2.309,28092
28106_2.309_2015,Parla,0.5,2015,2.309,28106
28148_2.309_2015,Torrejón de Ardoz,0.84,2015,2.309,28148
28007_2.312_2015,Alcorcón,0.63,2015,2.312,28007
28049_2.312_2015,Coslada,0.91,2015,2.312,28049
28058_2.312_2015,Fuenlabrada,0.68,2015,2.312,28058
28074_2.312_2015,Leganés,1.0,2015,2.312,28074
28092_2.312_2015,Móstoles,0.63,2015,2.312,28092
28106_2.312_2015,Parla,0.56,2015,2.312,28106
28148_2.312_2015,Torrejón de Ardoz,0.5,2015,2.312,28148
28007_2.302_2015,Alcorcón,,2015,2.302,28007
28049_2.302_2015,Coslada,,2015,2.302,28049
28058_2.302_2015,Fuenlabrada,,2015,2.302,28058
28074_2.302_2015,Leganés,,2015,2.302,28074
28092_2.302_2015,Móstoles,,2015,2.302,28092
28106_2.302_2015,Parla,,2015,2.302,28106
28148_2.302_2015,Torrejón de Ardoz,,2015,2.302,28148
28007_2.303_2015,Alcorcón,1.45,2015,2.303,28007
28049_2.303_2015,Coslada,1.71,2015,2.303,28049
28058_2.303_2015,Fuenlabrada,1.04,2015,2.303,28058
28074_2.303_2015,Leganés,1.19,2015,2.303,28074
28092_2.303_2015,Móstoles,1.06,2015,2.303,28092
28106_2.303_2015,Parla,0.75,2015,2.303,28106
28148_2.303_2015,Torrejón de Ardoz,1.06,2015,2.303,28148
28007_2.304_2015,Alcorcón,0.86,2015,2.304,28007
28049_2.304_2015,Coslada,1.27,2015,2.304,28049
28058_2.304_2015,Fuenlabrada,1.25,2015,2.304,28058
28074_2.304_2015,Leganés,1.09,2015,2.304,28074
28092_2.304_2015,Móstoles,1.21,2015,2.304,28092
28106_2.304_2015,Parla,0.86,2015,2.304,28106
28148_2.304_2015,Torrejón de Ardoz,1.01,2015,2.304,28148
28007_2.306_2015,Alcorcón,0.5,2015,2.306,28007
28049_2.306_2015,Coslada,0.75,2015,2.306,28049
28058_2.306_2015,Fuenlabrada,0.8,2015,2.306,28058
28074_2.306_2015,Leganés,0.66,2015,2.306,28074
28092_2.306_2015,Móstoles,0.83,2015,2.306,28092
28106_2.306_2015,Parla,1.0,2015,2.306,28106
28148_2.306_2015,Torrejón de Ardoz,0.56,2015,2.306,28148
28007_2.307_2015,Alcorcón,1.0,2015,2.307,28007
28049_2.307_2015,Coslada,0.51,2015,2.307,28049
28058_2.307_2015,Fuenlabrada,0.52,2015,2.307,28058
28074_2.307_2015,Leganés,0.5,2015,2.307,28074
28092_2.307_2015,Móstoles,0.51,2015,2.307,28092
28106_2.307_2015,Parla,0.54,2015,2.307,28106
28148_2.307_2015,Torrejón de Ardoz,0.54,2015,2.307,28148
28007_2.308_2015,Alcorcón,14193.0,2015,2.308,28007
28049_2.308_2015,Coslada,13191.0,2015,2.308,28049
28058_2.308_2015,Fuenlabrada,10934.0,2015,2.308,28058
28074_2.308_2015,Leganés,12861.0,2015,2.308,28074
28092_2.308_2015,Móstoles,12267.0,2015,2.308,28092
28106_2.308_2015,Parla,9809.0,2015,2.308,28106
28148_2.308_2015,Torrejón de Ardoz,12385.0,2015,2.308,28148
28007_2.310_2015,Alcorcón,0.9,2015,2.310,28007
28049_2.310_2015,Coslada,0.94,2015,2.310,28049
28058_2.310_2015,Fuenlabrada,0.78,2015,2.310,28058
28074_2.310_2015,Leganés,1.0,2015,2.310,28074
28092_2.310_2015,Móstoles,0.58,2015,2.310,28092
28106_2.310_2015,Parla,0.5,2015,2.310,28106
28148_2.310_2015,Torrejón de Ardoz,0.87,2015,2.310,28148
28007_2.311_2015,Alcorcón,0.82,2015,2.311,28007
28049_2.311_2015,Coslada,0.91,2015,2.311,28049
28058_2.311_2015,Fuenlabrada,1.0,2015,2.311,28058
28074_2.311_2015,Leganés,0.87,2015,2.311,28074
28092_2.311_2015,Móstoles,0.68,2015,2.311,28092
28106_2.311_2015,Parla,0.5,2015,2.311,28106
28148_2.311_2015,Torrejón de Ardoz,0.72,2015,2.311,28148
28007_2.313_2015,Alcorcón,1.82,2015,2.313,28007
28049_2.313_2015,Coslada,2.65,2015,2.313,28049
28058_2.313_2015,Fuenlabrada,1.99,2015,2.313,28058
28074_2.313_2015,Leganés,2.77,2015,2.313,28074
28092_2.313_2015,Móstoles,1.83,2015,2.313,28092
28106_2.313_2015,Parla,1.61,2015,2.313,28106
28148_2.313_2015,Torrejón de Ardoz,1.45,2015,2.313,28148
28007_2.314_2015,Alcorcón,0.17,2015,2.314,28007
28049_2.314_2015,Coslada,0.14,2015,2.314,28049
28058_2.314_2015,Fuenlabrada,0.14,2015,2.314,28058
28074_2.314_2015,Leganés,0.28,2015,2.314,28074
28092_2.314_2015,Móstoles,0.16,2015,2.314,28092
28106_2.314_2015,Parla,0.18,2015,2.314,28106
28148_2.314_2015,Torrejón de Ardoz,0.17,2015,2.314,28148
